"No.","Time","Source","Destination","Protocol","Length","Message Type","Destination Port","Source Port","Message","Message Identifier","Info"
"2988","77.804467865","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","44179","1883","","21","Publish Ack (id=21)"
"2990","77.929843800","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37305","7b276d657373616765273a20274c427a624d78525851706e5575396e4b704b4545365751â\200\246","23","Publish Message (id=23) [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"2991","77.939660399","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37305","1883","7b276d657373616765273a20274c427a624d78525851706e5575396e4b704b4545365751â\200\246","","Publish Message [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"2993","77.951409944","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37305","1883","","23","Publish Ack (id=23)"
"2995","77.976909327","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37563","7b276d657373616765273a20274a62364a6441583155453752316b334471525972733672â\200\246","26","Publish Message (id=26) [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"2996","77.988040111","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37563","1883","7b276d657373616765273a20274a62364a6441583155453752316b334471525972733672â\200\246","","Publish Message [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"2998","77.999782814","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37563","1883","","26","Publish Ack (id=26)"
"3000","78.040990139","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46357","7b276d657373616765273a202764324e4374594e4c356771306b74473948796246453445â\200\246","23","Publish Message (id=23) [devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4]"
"3001","78.052154897","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46357","1883","7b276d657373616765273a202764324e4374594e4c356771306b74473948796246453445â\200\246","","Publish Message [devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4]"
"3003","78.064019187","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46357","1883","","23","Publish Ack (id=23)"
"3011","78.861726674","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46061","7b276d657373616765273a2027737770444b6338375569634c356f344361756a7a634776â\200\246","24","Publish Message (id=24) [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3012","78.872137427","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46061","1883","7b276d657373616765273a2027737770444b6338375569634c356f344361756a7a634776â\200\246","","Publish Message [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3014","78.883927479","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46061","1883","","24","Publish Ack (id=24)"
"3016","79.048505854","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58671","7b276d657373616765273a2027725170465a48445368384842564453714f4859495a7664â\200\246","28","Publish Message (id=28) [devices-031454d1-30c2-4f2d-b9af-8ab07bb1bde7]"
"3017","79.059753036","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58671","1883","7b276d657373616765273a2027725170465a48445368384842564453714f4859495a7664â\200\246","","Publish Message [devices-031454d1-30c2-4f2d-b9af-8ab07bb1bde7]"
"3019","79.071538069","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58671","1883","","28","Publish Ack (id=28)"
"3021","79.246670408","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","56853","7b276d657373616765273a20276b504d3266587a5a4a6a7264724d68777a36373651756câ\200\246","23","Publish Message (id=23) [devices-100714b9-ea3e-45c6-b02a-036a48575850]"
"3022","79.256865899","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","56853","1883","7b276d657373616765273a20276b504d3266587a5a4a6a7264724d68777a36373651756câ\200\246","","Publish Message [devices-100714b9-ea3e-45c6-b02a-036a48575850]"
"3024","79.268438773","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","56853","1883","","23","Publish Ack (id=23)"
"3031","79.550528138","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","44179","7b276d657373616765273a20276e6946507249544c395673394f3456626f477473464862â\200\246","22","Publish Message (id=22) [devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01]"
"3032","79.561134588","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","44179","1883","7b276d657373616765273a20276e6946507249544c395673394f3456626f477473464862â\200\246","","Publish Message [devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01]"
"3034","79.572458375","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","44179","1883","","22","Publish Ack (id=22)"
"3036","79.867628645","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","35983","7b276d657373616765273a2027613770307a4658707a5146375466736b4f305865557145â\200\246","23","Publish Message (id=23) [devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230]"
"3037","79.881046790","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","35983","1883","7b276d657373616765273a2027613770307a4658707a5146375466736b4f305865557145â\200\246","","Publish Message [devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230]"
"3039","79.892528714","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","35983","1883","","23","Publish Ack (id=23)"
"3041","80.246151473","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","55567","7b276d657373616765273a20276571377246444e49334243344a636e66314f566b695836â\200\246","24","Publish Message (id=24) [devices-363f622d-4add-4e75-9b71-c81d66119ef1]"
"3042","80.256306757","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","55567","1883","7b276d657373616765273a20276571377246444e49334243344a636e66314f566b695836â\200\246","","Publish Message [devices-363f622d-4add-4e75-9b71-c81d66119ef1]"
"3044","80.267881846","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","55567","1883","","24","Publish Ack (id=24)"
"3046","80.272964252","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39557","7b276d657373616765273a20276b367a646d4d624c5348764a736d42547850446c6c6d6dâ\200\246","24","Publish Message (id=24) [devices-8952d681-da58-4a00-973c-951f3ae4bedd]"
"3047","80.283885434","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39557","1883","7b276d657373616765273a20276b367a646d4d624c5348764a736d42547850446c6c6d6dâ\200\246","","Publish Message [devices-8952d681-da58-4a00-973c-951f3ae4bedd]"
"3049","80.295951754","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39557","1883","","24","Publish Ack (id=24)"
"3056","80.530421167","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37563","7b276d657373616765273a202758626e71465776556c4f6266666965633465775978535aâ\200\246","27","Publish Message (id=27) [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"3057","80.540194895","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37563","1883","7b276d657373616765273a202758626e71465776556c4f6266666965633465775978535aâ\200\246","","Publish Message [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"3059","80.551747752","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37563","1883","","27","Publish Ack (id=27)"
"3061","80.579197216","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","45369","7b276d657373616765273a2027666e684a346b6b42706d5453766250654c45717a4c4430â\200\246","21","Publish Message (id=21) [devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713]"
"3062","80.592098935","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","45369","1883","7b276d657373616765273a2027666e684a346b6b42706d5453766250654c45717a4c4430â\200\246","","Publish Message [devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713]"
"3064","80.603559980","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","45369","1883","","21","Publish Ack (id=21)"
"3066","80.737421247","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","57647","7b276d657373616765273a20274d59496b4545424b794735463631776458494a77455266â\200\246","23","Publish Message (id=23) [devices-6666a102-3c15-4593-8e43-29da54ecaf5d]"
"3067","80.748144207","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","57647","1883","7b276d657373616765273a20274d59496b4545424b794735463631776458494a77455266â\200\246","","Publish Message [devices-6666a102-3c15-4593-8e43-29da54ecaf5d]"
"3069","80.759874166","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","57647","1883","","23","Publish Ack (id=23)"
"3071","80.824053118","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58331","7b276d657373616765273a202775465a734d637846547959504f584137337265516c3575â\200\246","23","Publish Message (id=23) [devices-ec1bef3a-9531-44e5-bd99-0e7620408571]"
"3072","80.827619870","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46061","7b276d657373616765273a20274776484b37426945533938624159667a66497a7a727642â\200\246","25","Publish Message (id=25) [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3073","80.836192235","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58331","1883","7b276d657373616765273a202775465a734d637846547959504f584137337265516c3575â\200\246","","Publish Message [devices-ec1bef3a-9531-44e5-bd99-0e7620408571]"
"3075","80.836289497","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37305","7b276d657373616765273a202774746255306f6e79384b63556873527267644559634378â\200\246","24","Publish Message (id=24) [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"3076","80.839950096","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46061","1883","7b276d657373616765273a20274776484b37426945533938624159667a66497a7a727642â\200\246","","Publish Message [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3078","80.847484894","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37305","1883","7b276d657373616765273a202774746255306f6e79384b63556873527267644559634378â\200\246","","Publish Message [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"3080","80.847861581","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58331","1883","","23","Publish Ack (id=23)"
"3082","80.848282190","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","34875","7b276d657373616765273a202735317670626a71724b7a4c775a30657a5752574d624557â\200\246","26","Publish Message (id=26) [devices-701f10f1-66bb-4698-a97d-375e124239a6]"
"3083","80.852091517","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46061","1883","","25","Publish Ack (id=25)"
"3085","80.859340649","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37305","1883","","24","Publish Ack (id=24)"
"3087","80.859610315","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","34875","1883","7b276d657373616765273a202735317670626a71724b7a4c775a30657a5752574d624557â\200\246","","Publish Message [devices-701f10f1-66bb-4698-a97d-375e124239a6]"
"3089","80.871563243","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","34875","1883","","26","Publish Ack (id=26)"
"3091","81.063936007","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42593","7b276d657373616765273a20275942696573357a52357a4f494a7a6352766b58466f446bâ\200\246","26","Publish Message (id=26) [devices-8bd0e222-d45b-416e-b826-e9e7529bf76e]"
"3092","81.075953797","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42593","1883","7b276d657373616765273a20275942696573357a52357a4f494a7a6352766b58466f446bâ\200\246","","Publish Message [devices-8bd0e222-d45b-416e-b826-e9e7529bf76e]"
"3094","81.087413969","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42593","1883","","26","Publish Ack (id=26)"
"3098","81.577668673","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","40205","7b276d657373616765273a2027707339535a4e7868694d63496d4b644f6b6c797a633761â\200\246","26","Publish Message (id=26) [devices-3385dde9-98ba-4c0b-b586-70d4f05f1a73]"
"3099","81.588140783","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","40205","1883","7b276d657373616765273a2027707339535a4e7868694d63496d4b644f6b6c797a633761â\200\246","","Publish Message [devices-3385dde9-98ba-4c0b-b586-70d4f05f1a73]"
"3102","81.599903975","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","40205","1883","","26","Publish Ack (id=26)"
"3106","81.666637420","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58681","7b276d657373616765273a202759393864754c586175684569766c584143484d31307054â\200\246","25","Publish Message (id=25) [devices-096549b8-c446-4be4-846b-5dc4d0afc86e]"
"3107","81.676128760","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58681","1883","7b276d657373616765273a202759393864754c586175684569766c584143484d31307054â\200\246","","Publish Message [devices-096549b8-c446-4be4-846b-5dc4d0afc86e]"
"3109","81.687833291","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58681","1883","","25","Publish Ack (id=25)"
"3111","81.825126603","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36873","7b276d657373616765273a202754346f5950514d34577a4e47767279436538547467667aâ\200\246","25","Publish Message (id=25) [devices-4f4dbb6b-c02e-463d-b30c-876f66da3213]"
"3112","81.835740247","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36873","1883","7b276d657373616765273a202754346f5950514d34577a4e47767279436538547467667aâ\200\246","","Publish Message [devices-4f4dbb6b-c02e-463d-b30c-876f66da3213]"
"3114","81.847575064","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36873","1883","","25","Publish Ack (id=25)"
"3116","82.103481928","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","60171","7b276d657373616765273a2027526d56474a6a43793675594533776d7961516339674147â\200\246","25","Publish Message (id=25) [devices-2cdfdbf7-3632-4de1-83f3-1d307e813765]"
"3117","82.115790684","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","60171","1883","7b276d657373616765273a2027526d56474a6a43793675594533776d7961516339674147â\200\246","","Publish Message [devices-2cdfdbf7-3632-4de1-83f3-1d307e813765]"
"3119","82.127394617","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","60171","1883","","25","Publish Ack (id=25)"
"3121","82.146052816","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","38495","7b276d657373616765273a20274f625169326a4737666238787432566b6c304d34446d7aâ\200\246","27","Publish Message (id=27) [devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e]"
"3122","82.155918868","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","38495","1883","7b276d657373616765273a20274f625169326a4737666238787432566b6c304d34446d7aâ\200\246","","Publish Message [devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e]"
"3124","82.167896002","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","38495","1883","","27","Publish Ack (id=27)"
"3126","82.350859962","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46061","7b276d657373616765273a202732576e49723666763938714153654a48397a594c696455â\200\246","26","Publish Message (id=26) [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3127","82.364408134","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46061","1883","7b276d657373616765273a202732576e49723666763938714153654a48397a594c696455â\200\246","","Publish Message [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3129","82.375859932","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46061","1883","","26","Publish Ack (id=26)"
"3131","82.386011640","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","56853","7b276d657373616765273a2027715a57744f656d513343543831775a486852767756417aâ\200\246","24","Publish Message (id=24) [devices-100714b9-ea3e-45c6-b02a-036a48575850]"
"3132","82.396463572","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","56853","1883","7b276d657373616765273a2027715a57744f656d513343543831775a486852767756417aâ\200\246","","Publish Message [devices-100714b9-ea3e-45c6-b02a-036a48575850]"
"3134","82.408365274","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","56853","1883","","24","Publish Ack (id=24)"
"3141","83.253649567","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46357","7b276d657373616765273a2027525777363575706f6b6d6f304532525961744544373534â\200\246","24","Publish Message (id=24) [devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4]"
"3142","83.263832465","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46357","1883","7b276d657373616765273a2027525777363575706f6b6d6f304532525961744544373534â\200\246","","Publish Message [devices-a2a7d957-7a48-4a1e-9941-22ba5af231e4]"
"3144","83.275757161","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46357","1883","","24","Publish Ack (id=24)"
"3146","83.506758624","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","35983","7b276d657373616765273a20277469713633766e39305052513948593661547866697443â\200\246","24","Publish Message (id=24) [devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230]"
"3147","83.520700936","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","35983","1883","7b276d657373616765273a20277469713633766e39305052513948593661547866697443â\200\246","","Publish Message [devices-ad5538cd-dbc2-4c7c-996e-da11fddaf230]"
"3149","83.532482082","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","35983","1883","","24","Publish Ack (id=24)"
"3162","83.852575549","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39557","7b276d657373616765273a2027657a686f53396b484d6d6a4233774e616d53516a797672â\200\246","25","Publish Message (id=25) [devices-8952d681-da58-4a00-973c-951f3ae4bedd]"
"3163","83.864197446","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39557","1883","7b276d657373616765273a2027657a686f53396b484d6d6a4233774e616d53516a797672â\200\246","","Publish Message [devices-8952d681-da58-4a00-973c-951f3ae4bedd]"
"3165","83.875909333","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39557","1883","","25","Publish Ack (id=25)"
"3167","83.920772955","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37563","7b276d657373616765273a2027705156434f366d4f614342365765654d714c7a30756e6câ\200\246","28","Publish Message (id=28) [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"3168","83.931923348","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37563","1883","7b276d657373616765273a2027705156434f366d4f614342365765654d714c7a30756e6câ\200\246","","Publish Message [devices-cb39e3cb-d687-4656-ba9f-3f40f6533a9f]"
"3170","83.943773083","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37563","1883","","28","Publish Ack (id=28)"
"3172","83.989315589","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42593","7b276d657373616765273a20276144667047745757695232465338566654384431365448â\200\246","27","Publish Message (id=27) [devices-8bd0e222-d45b-416e-b826-e9e7529bf76e]"
"3173","83.999676340","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42593","1883","7b276d657373616765273a20276144667047745757695232465338566654384431365448â\200\246","","Publish Message [devices-8bd0e222-d45b-416e-b826-e9e7529bf76e]"
"3175","84.011358561","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42593","1883","","27","Publish Ack (id=27)"
"3177","84.097689494","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36873","7b276d657373616765273a202751777043715446714f4e656c365556676457714f336c6câ\200\246","26","Publish Message (id=26) [devices-4f4dbb6b-c02e-463d-b30c-876f66da3213]"
"3178","84.107585783","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36873","1883","7b276d657373616765273a202751777043715446714f4e656c365556676457714f336c6câ\200\246","","Publish Message [devices-4f4dbb6b-c02e-463d-b30c-876f66da3213]"
"3180","84.119379042","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36873","1883","","26","Publish Ack (id=26)"
"3187","84.365937073","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46061","7b276d657373616765273a202738616968736a7453636b75676b6f753130436f3162504dâ\200\246","27","Publish Message (id=27) [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3188","84.376183219","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46061","1883","7b276d657373616765273a202738616968736a7453636b75676b6f753130436f3162504dâ\200\246","","Publish Message [devices-ccd2a504-87ed-40b9-bdca-fec119ef77c4]"
"3190","84.387847617","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46061","1883","","27","Publish Ack (id=27)"
"3192","84.676723566","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","45369","7b276d657373616765273a202762586b55616b676277564e673471454a58373452363655â\200\246","22","Publish Message (id=22) [devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713]"
"3193","84.687766677","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","45369","1883","7b276d657373616765273a202762586b55616b676277564e673471454a58373452363655â\200\246","","Publish Message [devices-a996a1c2-8a0c-4cfb-99b7-2a36f1efa713]"
"3195","84.699491950","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","45369","1883","","22","Publish Ack (id=22)"
"3197","84.806110032","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","37305","7b276d657373616765273a2027514d6a46307a4538646d31333354616459565962685372â\200\246","25","Publish Message (id=25) [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"3198","84.815592566","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","37305","1883","7b276d657373616765273a2027514d6a46307a4538646d31333354616459565962685372â\200\246","","Publish Message [devices-239057af-75fc-4254-84e8-6ac90d95972d]"
"3200","84.827405110","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","37305","1883","","25","Publish Ack (id=25)"
"3202","84.863035528","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58671","7b276d657373616765273a202776446956533353665a4453707a576a5171666b64485549â\200\246","29","Publish Message (id=29) [devices-031454d1-30c2-4f2d-b9af-8ab07bb1bde7]"
"3203","84.875851847","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58671","1883","7b276d657373616765273a202776446956533353665a4453707a576a5171666b64485549â\200\246","","Publish Message [devices-031454d1-30c2-4f2d-b9af-8ab07bb1bde7]"
"3205","84.887653392","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58671","1883","","29","Publish Ack (id=29)"
"3207","85.030305000","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","40205","7b276d657373616765273a20276747647273523272506b6f5369314d756d463769634b56â\200\246","27","Publish Message (id=27) [devices-3385dde9-98ba-4c0b-b586-70d4f05f1a73]"
"3208","85.040127501","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","40205","1883","7b276d657373616765273a20276747647273523272506b6f5369314d756d463769634b56â\200\246","","Publish Message [devices-3385dde9-98ba-4c0b-b586-70d4f05f1a73]"
"3210","85.051981254","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","40205","1883","","27","Publish Ack (id=27)"
"3212","85.140672888","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","55567","7b276d657373616765273a2027623879384b3070614e7a49584e486770377349664c4363â\200\246","25","Publish Message (id=25) [devices-363f622d-4add-4e75-9b71-c81d66119ef1]"
"3213","85.153380944","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","55567","1883","7b276d657373616765273a2027623879384b3070614e7a49584e486770377349664c4363â\200\246","","Publish Message [devices-363f622d-4add-4e75-9b71-c81d66119ef1]"
"3215","85.156484398","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","60171","7b276d657373616765273a202737774b30354d42796d5876734e61326852443233493076â\200\246","26","Publish Message (id=26) [devices-2cdfdbf7-3632-4de1-83f3-1d307e813765]"
"3216","85.163793623","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","55567","1883","","25","Publish Ack (id=25)"
"3218","85.167474040","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","60171","1883","7b276d657373616765273a202737774b30354d42796d5876734e61326852443233493076â\200\246","","Publish Message [devices-2cdfdbf7-3632-4de1-83f3-1d307e813765]"
"3220","85.179374991","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","60171","1883","","26","Publish Ack (id=26)"
"3222","85.238123190","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","44179","7b276d657373616765273a20277a39656f49764b525a5a4434485243384a55514a334a75â\200\246","23","Publish Message (id=23) [devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01]"
"3223","85.248725575","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","44179","1883","7b276d657373616765273a20277a39656f49764b525a5a4434485243384a55514a334a75â\200\246","","Publish Message [devices-bdfe31c6-ff82-4f8f-8ce4-d1e90dd15f01]"
"3225","85.260366379","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","44179","1883","","23","Publish Ack (id=23)"
"3227","85.292228397","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","57647","7b276d657373616765273a2027784349694570736742316b4378416e69484e347a385a4bâ\200\246","24","Publish Message (id=24) [devices-6666a102-3c15-4593-8e43-29da54ecaf5d]"
"3228","85.303988705","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","57647","1883","7b276d657373616765273a2027784349694570736742316b4378416e69484e347a385a4bâ\200\246","","Publish Message [devices-6666a102-3c15-4593-8e43-29da54ecaf5d]"
"3231","85.315835293","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","57647","1883","","24","Publish Ack (id=24)"
"3237","85.860590188","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58681","7b276d657373616765273a2027534e696d64796b75684e6642396478594b577937475643â\200\246","26","Publish Message (id=26) [devices-096549b8-c446-4be4-846b-5dc4d0afc86e]"
"3238","85.872248845","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58681","1883","7b276d657373616765273a2027534e696d64796b75684e6642396478594b577937475643â\200\246","","Publish Message [devices-096549b8-c446-4be4-846b-5dc4d0afc86e]"
"3240","85.883795031","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58681","1883","","26","Publish Ack (id=26)"
"3242","86.024162375","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","58331","7b276d657373616765273a2027726f456635744d6a75416555696b627659344e76473257â\200\246","24","Publish Message (id=24) [devices-ec1bef3a-9531-44e5-bd99-0e7620408571]"
"3243","86.036122608","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","58331","1883","7b276d657373616765273a2027726f456635744d6a75416555696b627659344e76473257â\200\246","","Publish Message [devices-ec1bef3a-9531-44e5-bd99-0e7620408571]"
"3245","86.047810861","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","58331","1883","","24","Publish Ack (id=24)"
"3247","86.116283306","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","38495","7b276d657373616765273a202759715951686c57516b4a334f70624772486a39717a546aâ\200\246","28","Publish Message (id=28) [devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e]"
"3248","86.127974796","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","38495","1883","7b276d657373616765273a202759715951686c57516b4a334f70624772486a39717a546aâ\200\246","","Publish Message [devices-f42e5a3a-5d4f-4956-bb58-763b73646f9e]"
"3250","86.139687785","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","38495","1883","","28","Publish Ack (id=28)"
"3252","86.267744271","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","34875","7b276d657373616765273a20276e506665696a5473366e4b304c6e49434866525046764dâ\200\246","27","Publish Message (id=27) [devices-701f10f1-66bb-4698-a97d-375e124239a6]"
"3253","86.279840780","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","34875","1883","7b276d657373616765273a20276e506665696a5473366e4b304c6e49434866525046764dâ\200\246","","Publish Message [devices-701f10f1-66bb-4698-a97d-375e124239a6]"
"3255","86.291817755","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","34875","1883","","27","Publish Ack (id=27)"
